"","Year","Sport","Country","Gender","Event","Medal"
"1325",1984,"Wrestling","KOR","Men","48 - 52KG (Flyweight)","Silver"
"1326",1984,"Wrestling","KOR","Men","52 - 57KG (Bantamweight)","Bronze"
"1327",1984,"Wrestling","JPN","Men","52 - 57KG (Bantamweight)","Gold"
"1328",1984,"Wrestling","USA","Men","52 - 57KG (Bantamweight)","Silver"
"1329",1984,"Wrestling","KOR","Men","57 - 62KG (Featherweight)","Bronze"
"1330",1984,"Wrestling","USA","Men","57 - 62KG (Featherweight)","Gold"
"1331",1984,"Wrestling","JPN","Men","57 - 62KG (Featherweight)","Silver"
"1332",1984,"Wrestling","FIN","Men","62 - 68KG (Lightweight)","Bronze"
"1333",1984,"Wrestling","KOR","Men","62 - 68KG (Lightweight)","Gold"
"1334",1984,"Wrestling","USA","Men","62 - 68KG (Lightweight)","Silver"
"1335",1984,"Wrestling","USA","Men","68 - 74KG (Welterweight)","Gold"
"1336",1984,"Wrestling","GER","Men","68 - 74KG (Welterweight)","Silver"
"1337",1984,"Wrestling","CAN","Men","74 - 82KG (Middleweight)","Bronze"
"1338",1984,"Wrestling","USA","Men","74 - 82KG (Middleweight)","Gold"
"1339",1984,"Wrestling","JPN","Men","74 - 82KG (Middleweight)","Silver"
"1340",1984,"Wrestling","GBR","Men","82 - 90KG (Light-Heavyweight)","Bronze"
"1341",1984,"Wrestling","USA","Men","82 - 90KG (Light-Heavyweight)","Gold"
"1342",1984,"Wrestling","JPN","Men","82 - 90KG (Light-Heavyweight)","Silver"
"1343",1984,"Wrestling","ROU","Men","90 - 100KG (Heavyweight)","Bronze"
"1344",1984,"Wrestling","USA","Men","90 - 100KG (Heavyweight)","Gold"
"1345",1984,"Wrestling","SYR","Men","90 - 100KG (Heavyweight)","Silver"
"1346",1984,"Wrestling","JPN","Men","- 48KG (Light-Flyweight)","Bronze"
"1347",1984,"Wrestling","ITA","Men","- 48KG (Light-Flyweight)","Gold"
"1348",1984,"Wrestling","GER","Men","- 48KG (Light-Flyweight)","Silver"
"1349",1984,"Wrestling","ROU","Men","+ 100KG (Super Heavyweight)","Bronze"
"1350",1984,"Wrestling","USA","Men","+ 100KG (Super Heavyweight)","Gold"
"1351",1984,"Wrestling","KOR","Men","48 - 52KG (Flyweight)","Bronze"
"1352",1984,"Wrestling","JPN","Men","48 - 52KG (Flyweight)","Gold"
"1353",1984,"Wrestling","MEX","Men","48 - 52KG (Flyweight)","Silver"
"1354",1984,"Wrestling","GRE","Men","52 - 57KG (Bantamweight)","Bronze"
"1355",1984,"Wrestling","GER","Men","52 - 57KG (Bantamweight)","Gold"
"1356",1984,"Wrestling","JPN","Men","52 - 57KG (Bantamweight)","Silver"
"1357",1984,"Wrestling","SUI","Men","57 - 62KG (Featherweight)","Bronze"
"1358",1984,"Wrestling","KOR","Men","57 - 62KG (Featherweight)","Gold"
"1359",1984,"Wrestling","SWE","Men","57 - 62KG (Featherweight)","Silver"
"1360",1984,"Wrestling","USA","Men","62 - 68KG (Lightweight)","Bronze"
"1361",1984,"Wrestling","FIN","Men","62 - 68KG (Lightweight)","Silver"
"1362",1984,"Wrestling","ROU","Men","68 - 74KG (Welterweight)","Bronze"
"1363",1984,"Wrestling","FIN","Men","68 - 74KG (Welterweight)","Gold"
"1364",1984,"Wrestling","SWE","Men","68 - 74KG (Welterweight)","Silver"
"1365",1984,"Wrestling","SWE","Men","74 - 82KG (Middleweight)","Bronze"
"1366",1984,"Wrestling","ROU","Men","74 - 82KG (Middleweight)","Gold"
"1367",1984,"Wrestling","GRE","Men","74 - 82KG (Middleweight)","Silver"
"1368",1984,"Wrestling","SWE","Men","82 - 90KG (Light-Heavyweight)","Bronze"
"1369",1984,"Wrestling","USA","Men","82 - 90KG (Light-Heavyweight)","Gold"
"1370",1984,"Wrestling","ROU","Men","82 - 90KG (Light-Heavyweight)","Silver"
"1371",1984,"Wrestling","ROU","Men","90 - 100KG (Heavyweight)","Gold"
"1372",1984,"Wrestling","USA","Men","90 - 100KG (Heavyweight)","Silver"
"1373",1988,"Aquatics","MEX","Men","10M Platform","Bronze"
"1374",1988,"Aquatics","USA","Men","10M Platform","Gold"
"1375",1988,"Aquatics","CHN","Men","10M Platform","Silver"
"1376",1988,"Aquatics","USA","Women","10M Platform","Bronze"
"1377",1988,"Aquatics","CHN","Women","10M Platform","Gold"
"1378",1988,"Aquatics","USA","Women","10M Platform","Silver"
"1379",1988,"Aquatics","CHN","Men","3M Springboard","Bronze"
"1380",1988,"Aquatics","USA","Men","3M Springboard","Gold"
"1381",1988,"Aquatics","CHN","Men","3M Springboard","Silver"
"1382",1988,"Aquatics","USA","Women","3M Springboard","Bronze"
"1383",1988,"Aquatics","CHN","Women","3M Springboard","Gold"
"1384",1988,"Aquatics","CHN","Women","3M Springboard","Silver"
"1385",1988,"Aquatics","URS","Men","100M Backstroke","Bronze"
"1386",1988,"Aquatics","JPN","Men","100M Backstroke","Gold"
"1387",1988,"Aquatics","USA","Men","100M Backstroke","Silver"
"1388",1988,"Aquatics","GER","Women","100M Backstroke","Bronze"
"1389",1988,"Aquatics","GER","Women","100M Backstroke","Gold"
"1390",1988,"Aquatics","HUN","Women","100M Backstroke","Silver"
"1391",1988,"Aquatics","URS","Men","100M Breaststroke","Bronze"
"1392",1988,"Aquatics","GBR","Men","100M Breaststroke","Gold"
"1393",1988,"Aquatics","HUN","Men","100M Breaststroke","Silver"
"1394",1988,"Aquatics","GER","Women","100M Breaststroke","Bronze"
"1395",1988,"Aquatics","BUL","Women","100M Breaststroke","Gold"
"1396",1988,"Aquatics","BUL","Women","100M Breaststroke","Silver"
"1397",1988,"Aquatics","GBR","Men","100M Butterfly","Bronze"
"1398",1988,"Aquatics","SUR","Men","100M Butterfly","Gold"
